author,quote,quote_words,quote_compound,quote_positive,quote_negative,tags,tags_words
Benjamin Franklin,He that can have patience can have what he will.,patience,0.0,0.0,0.0,"['determination', 'inspirational', 'patience']","determination,inspirational,patience"
Dale Carnegie,Don't be afraid of enemies who attack you. Be afraid of the friends who flatter you.,afraid enemies attack afraid friends flatter,-0.4215,0.352,0.492,"['dishonesty', 'general-obregon-s-philosophy', 'inspirational', 'life', 'people']","dishonesty,general-obregon-s-philosophy,inspirational,life,people"
Carolyn Forché,The heart is the toughest part of the body,heart toughest part body,-0.0772,0.0,0.302,"['inspirational', 'love']","inspirational,love"
Albert Einstein,I must be willing to give up what I am in order to become what I will be.,must willing give order become,0.0,0.0,0.0,['inspirational'],inspirational
Leo Tolstoy,"In the name of God, stop a moment, cease your work, look around you.",name God stop moment cease work look around,-0.0258,0.204,0.214,"['inspirational', 'life', 'work']","inspirational,life,work"
Betty Smith,"Dear God,"" she prayed, ""let me be something every minute of every hour of my life. Let me be gay; let me be sad. Let me be cold; let me be warm. Let me be hungry...have too much to eat. Let me be ragged or well dressed. Let me be sincere - be deceitful. Let me be truthful; let me be a liar. Let me be honorable and let me sin. Only let me be something every blessed minute. And when I sleep, let me dream all the time so that not one little piece of living is ever lost.","Dear God"" prayed ""let something every minute every hour life Let gay let sad Let cold let warm Let hungryhave much eat Let ragged well dressed Let sincere  deceitful Let truthful let liar Let honorable let sin let something every blessed minute sleep let dream time one little piece living ever lost",0.765,0.309,0.197,"['growing-up', 'inspirational', 'life']","growing-up,inspirational,life"
E.M. Forster,Spoon feeding in the long run teaches us nothing but the shape of the spoon.,Spoon feeding long run teaches us nothing shape spoon,0.0,0.0,0.0,"['education', 'educational', 'inspirational', 'inspiring', 'learning', 'mentoring']","education,educational,inspirational,inspiring,learning,mentoring"
Wayne W. Dyer,Change the way you look at things and the things you look at change.,Change way look things things look change,0.0,0.0,0.0,"['change', 'inspirational', 'motivational', 'perception']","change,inspirational,motivational,perception"
Brene Brown,Owning our story can be hard but not nearly as difficult as spending our lives running from it. Embracing our vulnerabilities is risky but not nearly as dangerous as giving up on love and belonging and joy—the experiences that make us the most vulnerable. Only when we are brave enough to explore the darkness will we discover the infinite power of our light.,Owning story hard nearly difficult spending lives running Embracing vulnerabilities risky nearly dangerous giving love belonging joy—the experiences make us vulnerable brave enough explore darkness discover infinite power light,-0.0772,0.231,0.33,"['belonging', 'courage', 'inspirational', 'light', 'love', 'vulnerability']","belonging,courage,inspirational,light,love,vulnerability"
Gautama Buddha,"All that we are is the result of what we have thought: it is founded on our thoughts and made up of our thoughts. If a man speak or act with an evil thought, suffering follows him as the wheel follows the hoof of the beast that draws the wagon.... If a man speak or act with a good thought, happiness follows him like a shadow that never leaves him.",result thought founded thoughts made thoughts man speak act evil thought suffering follows wheel follows hoof beast draws wagon man speak act good thought happiness follows like shadow never leaves,0.128,0.217,0.181,['inspirational'],inspirational
C.S. Lewis,God allows us to experience the low points of life in order to teach us lessons that we could learn in no other way.,God allows us experience low points life order teach us lessons could learn way,0.0,0.13,0.13,"['inspirational', 'religion']","inspirational,religion"
C. Joybell C.,"You only need one man to love you. But him to love you free like a wildfire, crazy like the moon, always like tomorrow, sudden like an inhale and overcoming like the tides. Only one man and all of this.",need one man love love free like wildfire crazy like moon always like tomorrow sudden like inhale overcoming like tides one man,0.9674,0.611,0.061,"['inspirational', 'inspirational-love', 'inspiring', 'love', 'men', 'passion', 'real-love', 'the-love-of-a-man', 'true-love']","inspirational,inspirational-love,inspiring,love,men,passion,real-love,the-love-of-a-man,true-love"
Charlie Chaplin,You'll never find a rainbow if you're looking down,never find rainbow looking,0.0,0.0,0.0,"['inspirational', 'optimism', 'pessimism', 'wonder']","inspirational,optimism,pessimism,wonder"
C. Joybell C.,"There is some kind of a sweet innocence in being human- in not having to be just happy or just sad- in the nature of being able to be both broken and whole, at the same time.",kind sweet innocence human happy sad nature able broken whole time,0.7579,0.531,0.259,"['being-human', 'happiness', 'human', 'human-nature', 'humanism', 'humanity', 'inspirational', 'inspirational-quotes', 'inspiring', 'life', 'life-and-living', 'living', 'sadness']","being-human,happiness,human,human-nature,humanism,humanity,inspirational,inspirational-quotes,inspiring,life,life-and-living,living,sadness"
Alan Moore,"Everybody is special. Everybody. Everybody is a hero, a lover, a fool, a villain. Everybody. Everybody has their story to tell.",Everybody special Everybody Everybody hero lover fool villain Everybody Everybody story tell,0.5574,0.428,0.275,"['favourite-quote', 'inspirational']","favourite-quote,inspirational"
C. Joybell C.,"The only person who can pull me down is myself, and I'm not going to let myself pull me down anymore.",person pull I'm going let pull anymore,0.0,0.0,0.0,"['belief-in-self', 'believe-in-yourself', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'life', 'living', 'self-awareness', 'self-belief', 'self-knowledge', 'self-love']","belief-in-self,believe-in-yourself,inspiration,inspirational,inspirational-attitude,inspirational-life,life,living,self-awareness,self-belief,self-knowledge,self-love"
Stephenie Meyer,"Life sucks, and then you die...",Life sucks die,-0.7506,0.0,0.865,"['humor', 'inspirational']","humor,inspirational"
Roy T. Bennett,"Always remember people who have helped you along the way, and don’t forget to lift someone up.",Always remember people helped along way don’t forget lift someone,-0.2263,0.0,0.174,"['gratitude', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'leader', 'leadership', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']","gratitude,inspiration,inspirational,inspirational-attitude,inspirational-life,inspirational-quotes,inspire,inspiring,leader,leadership,life,life-and-living,life-lessons,life-quotes,living,motivation,motivational,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking"
Aristotle,"Excellence is never an accident. It is always the result of high intention, sincere effort, and intelligent execution; it represents the wise choice of many alternatives - choice, not chance, determines your destiny.",Excellence never accident always result high intention sincere effort intelligent execution represents wise choice many alternatives  choice chance determines destiny,0.9473,0.555,0.0,"['choice', 'inspirational']","choice,inspirational"
Oprah Winfrey,The biggest adventure you can ever take is to live the life of your dreams.,biggest adventure ever take live life dreams,0.6124,0.5,0.0,"['adventure', 'bravery', 'inspirational', 'life']","adventure,bravery,inspirational,life"
Kurt Cobain,Wanting to be someone else is a waste of who you are,Wanting someone else waste,-0.4215,0.0,0.483,"['individuality', 'inspirational', 'self-acceptance']","individuality,inspirational,self-acceptance"
Antoine De Saint-Exupéry,"People where you live,"" the little prince said, ""grow five thousand roses in one garden... yet they don't find what they're looking for..","People live"" little prince said ""grow five thousand roses one garden yet find they're looking",0.0,0.0,0.0,['inspirational'],inspirational
Taylor Swift,I never want to change so much that people can't recognize me.,never want change much people can't recognize,-0.0572,0.0,0.169,['inspirational'],inspirational
Steve Maraboli,"There is nothing more rare, nor more beautiful, than a woman being unapologetically herself; comfortable in her perfect imperfection. To me, that is the true essence of beauty.",nothing rare beautiful woman unapologetically comfortable perfect imperfection true essence beauty,0.8874,0.598,0.138,"['be-yourself', 'beauty', 'body-image', 'comfortable', 'happiness', 'imperfection', 'inspirational', 'life', 'rare', 'success', 'women']","be-yourself,beauty,body-image,comfortable,happiness,imperfection,inspirational,life,rare,success,women"
D.H. Lawrence,I never saw a wild thing sorry for itself,never saw wild thing sorry,-0.0772,0.0,0.245,['inspirational'],inspirational
"Chesterton, G. K. (Gilbert Keith)","There is the great lesson of 'Beauty and the Beast,' that a thing must be loved before it is lovable.",great lesson 'Beauty Beast' thing must loved lovable,0.9501,0.798,0.0,"['fairy-tales', 'inspirational']","fairy-tales,inspirational"
Anonymous,"Above all else, guard your heart for it affects everything else you do.",else guard heart affects everything else,0.0,0.0,0.0,"['bible', 'god', 'inspirational', 'religion']","bible,god,inspirational,religion"
